57.5440	0.4552	0.5872
63.0957	0.4549	0.6036
69.1831	0.4545	0.6149
75.8578	0.4543	0.6206
83.1764	0.4541	0.6263
91.2011	0.4539	0.6321
100.0000	0.4536	0.6380
109.6478	0.4534	0.6439
120.2264	0.4533	0.6439
131.8257	0.4530	0.6498
144.5440	0.4530	0.6498
158.4893	0.4527	0.6559
173.7801	0.4527	0.6559
190.5461	0.4524	0.6619
208.9296	0.4524	0.6619
229.0868	0.4523	0.6619
251.1886	0.4523	0.6619
275.4229	0.4523	0.6619
301.9952	0.4520	0.6681
331.1311	0.4520	0.6681
363.0781	0.4520	0.6681
398.1072	0.4519	0.6681
436.5158	0.4519	0.6681
478.6301	0.4519	0.6681
524.8075	0.4519	0.6681
575.4399	0.4516	0.6743
630.9573	0.4516	0.6743
691.8310	0.4516	0.6743
758.5776	0.4516	0.6743
831.7638	0.4516	0.6743
912.0108	0.4516	0.6743
1000.0000	0.4515	0.6743
