0.1000	0.3670	6.5738
0.1096	0.3700	6.8208
0.1202	0.3732	7.0770
0.1318	0.3766	7.3429
0.1445	0.3803	7.6187
0.1585	0.3842	7.9781
0.1738	0.3884	8.2779
0.1905	0.3928	8.6684
0.2089	0.3973	9.0773
0.2291	0.4020	9.5936
0.2512	0.4068	10.0462
0.2754	0.4116	10.5202
0.3020	0.4161	11.1185
0.3311	0.4202	11.6430
0.3631	0.4237	12.3052
0.3981	0.4262	12.7675
0.4365	0.4274	13.3698
0.4786	0.4267	13.7448
0.5248	0.4237	14.0006
0.5754	0.4181	14.1303
0.6310	0.4097	14.1303
0.6918	0.3985	14.0006
0.7586	0.3848	13.6187
0.8318	0.3690	13.2471
0.9120	0.3518	12.7675
