109.6478	0.4536	0.3472
120.2264	0.4535	0.3472
131.8257	0.4533	0.3504
144.5440	0.4533	0.3504
158.4893	0.4530	0.3536
173.7801	0.4530	0.3536
190.5461	0.4529	0.3536
208.9296	0.4527	0.3569
229.0868	0.4527	0.3569
251.1886	0.4526	0.3569
275.4229	0.4526	0.3569
301.9952	0.4524	0.3602
331.1311	0.4523	0.3602
363.0781	0.4523	0.3602
398.1072	0.4523	0.3602
436.5158	0.4523	0.3602
478.6301	0.4522	0.3602
524.8075	0.4522	0.3602
575.4399	0.4522	0.3602
630.9573	0.4522	0.3602
691.8310	0.4520	0.3635
758.5776	0.4520	0.3635
831.7638	0.4519	0.3635
912.0108	0.4519	0.3635
1000.0000	0.4519	0.3635
